OSNO (76, 892) 10 2 4 2 6 2 8 4 14 4 10 2 2 2 12 5 1 18
CS (60, 772) (209, 120) - 1 5 24 4 18 4 22 4 20 4 18 4 24 4 14 2 8 2 14 4 24 4 18 4 20 4 22 4 18 4 24 5 1 33 6 28 6 32 6 28 4 14 4 26 5 1 34 1 5 26 4 14 4 28 6 32 6 28 6 33
CS (68, 872) (209, 19) - 1 5 20 4 16 4 22 6 31 1 5 24 6 30 6 24 6 30 6 24 5 1 31 6 22 4 16 4 20 5 1 27 4 10 4 27 1 5 20 4 16 4 22 6 31 1 5 24 6 30 6 24 6 30 6 24 5 1 31 6 22 4 16 4 20 5 1 28
CS (72, 812) (209, 94) - 1 5 18 4 22 6 32 6 25 1 6 1 28 1 5 20 4 18 4 20 5 1 28 1 6 1 25 6 32 6 22 4 18 5 1 27 6 29 1 5 20 4 20 5 1 29 6 26 4 12 2 8 2 10 2 8 2 12 4 26 6 29 1 5 20 4 20 5 1 29 6 27
CS (80, 924) (209, 221) - 1 5 20 4 18 4 20 4 18 4 20 4 18 4 20 4 18 4 20 4 18 4 20 4 18 4 20 4 18 4 20 5 1 27 6 30 6 27 1 6 1 25 5 1 32 1 5 24 4 16 4 20 4 20 5 1 28 1 5 20 4 20 4 16 4 24 5 1 32 1 5 25 1 6 1 27 6 30 6 27
CS (84, 940) (209, 18) - 1 5 26 4 14 2 10 4 30 4 10 2 14 4 26 4 14 2 10 4 30 4 10 2 14 4 26 5 1 33 6 28 4 14 2 8 2 12 2 10 2 10 2 12 4 28 4 14 4 28 5 1 35 6 28 6 34 6 28 6 35 1 5 28 4 14 4 28 4 12 2 10 2 10 2 12 2 8 2 14 4 28 6 33
CS (84, 980) (209, 96) - 1 5 22 4 18 4 18 2 2 2 18 4 18 4 20 4 18 4 20 4 18 4 18 2 2 2 18 4 18 4 22 5 1 31 6 26 6 30 6 27 1 6 1 25 4 14 4 24 5 1 32 1 5 24 5 1 31 6 26 6 31 1 5 24 5 1 32 1 5 24 4 14 4 25 1 6 1 27 6 30 6 26 6 31
CS (94, 1068) (209, 16) - 1 5 20 4 20 4 18 4 18 4 22 5 1 30 1 5 24 5 1 31 6 26 5 1 32 1 5 24 5 1 30 1 5 22 4 18 4 18 4 22 5 1 30 1 5 22 4 18 4 18 4 22 5 1 30 1 5 24 5 1 32 1 5 26 6 31 1 5 24 5 1 30 1 5 22 4 18 4 18 4 20 4 20 5 1 28 1 5 20 4 20 5 1 28
CS (96, 1116) (209, 14) - 1 5 22 4 16 4 22 5 1 30 1 5 22 5 1 29 6 28 6 28 6 28 6 29 1 5 22 5 1 29 6 28 6 28 6 28 6 29 1 5 22 5 1 30 1 5 22 4 16 4 22 5 1 31 6 24 5 1 31 6 25 1 6 1 28 1 6 1 25 4 12 2 6 2 14 2 6 2 12 4 25 1 6 1 28 1 6 1 25 6 31 1 5 24 6 31
CS (100, 1144) (209, 26) - 1 5 20 4 20 4 20 4 20 5 1 28 1 5 20 4 20 4 20 4 20 5 1 28 1 6 1 25 5 1 32 1 5 24 4 16 4 24 5 1 31 6 28 6 31 1 5 24 4 16 4 24 5 1 32 1 5 25 1 6 1 28 1 6 1 25 5 1 32 1 5 24 4 16 4 24 5 1 31 6 28 6 31 1 5 24 4 16 4 24 5 1 32 1 5 25 1 6 1 28
CS (106, 1340) (209, 4) - 1 5 26 4 16 4 26 4 16 4 27 1 6 1 28 1 6 1 28 1 6 1 28 1 6 1 28 1 6 1 28 1 6 1 28 1 6 1 27 4 16 4 26 4 16 4 26 5 1 33 6 30 6 33 1 5 26 5 1 34 1 5 28 5 1 35 6 28 6 35 1 5 28 5 1 35 6 28 6 35 1 5 28 5 1 35 6 28 6 35 1 5 28 5 1 34 1 5 26 5 1 33 6 30 6 33
CS (144, 1776) (209, 59) - 1 5 20 5 1 27 6 26 6 27 1 5 20 5 1 27 6 26 6 27 1 5 20 5 1 27 6 26 6 27 1 5 20 5 1 27 6 26 6 27 1 5 20 5 1 27 6 26 6 27 1 6 1 23 6 29 1 5 21 1 6 1 29 6 24 6 29 1 5 22 5 1 29 6 24 6 29 1 5 22 5 1 29 6 24 6 29 1 5 22 5 1 29 6 24 6 29 1 5 22 5 1 29 6 24 6 29 1 5 22 5 1 29 6 24 6 29 1 5 22 5 1 29 6 24 6 29 1 6 1 21 5 1 29 6 23 1 6 1 27 6 26 6 27
OSO (33, 329) (210, 279) - 1 5 26 5 1 33 6 29 1 6 1 27 4 14 2 8 2 12 2 10 2 10 2 12 4 29 1 6 1 27 5 1 34
CS (46, 540) (210, 1162) - 1 5 20 4 20 4 16 4 24 6 31 1 5 22 4 18 4 18 4 22 5 1 31 6 24 4 16 4 20 4 20 5 1 29 6 26 4 12 2 8 2 12 4 26 6 29
CS (52, 604) (210, 595) - 1 5 22 4 16 2 6 2 12 2 10 4 28 6 31 1 5 24 4 16 4 24 5 1 31 6 28 4 10 2 12 2 6 2 16 4 22 5 1 29 6 30 6 28 4 12 4 28 6 30 6 29
CS (56, 508) (210, 403) - 1 5 22 4 16 2 6 2 12 2 8 2 12 2 6 2 16 4 22 5 1 29 4 10 2 10 2 10 2 8 2 14 4 24 5 1 31 6 28 6 31 1 5 24 4 14 2 8 2 10 2 10 2 10 4 29
CS (56, 556) (210, 265) - 1 5 22 4 18 4 20 4 20 4 20 4 18 4 22 5 1 29 4 10 2 10 2 10 2 10 2 8 2 14 4 24 5 1 31 6 28 6 31 1 5 24 4 14 2 8 2 10 2 10 2 10 2 10 4 29
CS (56, 564) (210, 94) - 1 5 22 4 18 2 4 2 16 4 25 1 6 1 30 1 5 22 4 20 4 20 4 20 4 22 5 1 30 1 6 1 25 4 16 2 4 2 18 4 22 5 1 30 1 6 1 25 4 16 4 25 1 6 1 30
CS (58, 660) (210, 45) - 1 5 18 2 4 2 14 4 22 4 16 4 22 4 14 4 25 1 6 1 25 4 14 4 22 4 16 4 22 4 14 2 4 2 18 5 1 27 6 28 6 30 6 24 4 14 4 24 4 14 4 24 6 30 6 28 6 27
CS (58, 740) (210, 1603) - 1 5 22 6 30 6 22 5 1 29 6 24 6 28 6 24 6 28 6 24 6 28 6 24 6 29 1 5 22 6 30 6 22 5 1 30 1 5 23 1 6 1 27 6 25 1 6 1 25 6 27 1 6 1 23 5 1 30
CS (60, 748) (210, 71) - 1 5 24 4 16 4 22 4 16 2 4 2 16 4 24 6 33 1 5 26 4 14 4 24 4 14 4 26 5 1 33 6 24 4 16 2 4 2 16 4 22 4 16 4 24 5 1 31 6 28 6 30 6 28 6 30 6 28 6 31
CS (64, 604) (210, 209) - 1 5 22 4 16 4 24 4 14 2 6 2 14 4 24 4 16 4 22 5 1 29 4 10 2 10 2 10 2 8 2 12 2 8 2 12 4 26 5 1 33 6 26 6 33 1 5 26 4 12 2 8 2 12 2 8 2 10 2 10 2 10 4 29
CS (64, 664) (210, 33) - 1 5 26 4 16 2 6 2 14 2 8 2 12 2 10 2 10 2 10 2 12 2 8 2 14 2 6 2 16 4 26 5 1 33 6 30 4 12 4 30 6 33 1 5 27 1 6 1 28 1 6 1 27 5 1 33 6 30 4 12 4 30 6 33
CS (66, 720) (210, 30) - 1 5 18 4 21 1 6 1 29 6 25 1 6 1 25 4 12 4 25 1 6 1 25 6 29 1 6 1 21 4 18 5 1 27 6 26 4 12 4 25 1 6 1 25 6 29 1 5 20 4 20 5 1 29 6 25 1 6 1 25 4 12 4 26 6 27
CS (68, 616) (210, 117) - 1 5 20 4 18 4 23 1 6 1 30 1 6 1 23 4 18 4 20 5 1 27 4 12 2 8 2 12 2 8 2 10 2 10 2 10 4 29 1 5 22 4 16 4 24 4 16 4 22 5 1 29 4 10 2 10 2 10 2 8 2 12 2 8 2 12 4 27
CS (68, 684) (210, 53) - 1 5 20 2 2 2 18 4 18 4 22 4 16 2 4 2 16 4 22 4 16 2 4 2 16 4 22 4 18 4 18 2 2 2 20 5 1 29 6 30 6 26 4 14 2 4 2 18 4 20 5 1 28 1 5 20 4 18 2 4 2 14 4 26 6 30 6 29
CS (68, 700) (210, 289) - 1 5 22 4 18 4 20 4 20 4 18 2 2 2 18 4 20 4 20 4 18 4 22 5 1 31 6 26 4 12 2 10 2 8 2 12 2 8 2 12 4 26 5 1 33 6 26 6 33 1 5 26 4 12 2 8 2 12 2 8 2 10 2 12 4 26 6 31
CS (68, 764) (210, 164) - 1 5 22 4 18 2 4 2 16 4 24 4 16 4 26 6 33 1 5 24 4 18 4 22 4 18 4 24 5 1 33 6 26 4 16 4 24 4 16 2 4 2 18 4 22 5 1 29 4 12 2 8 2 14 4 26 6 34 6 26 4 14 2 8 2 12 4 29
CS (70, 856) (210, 73) - 1 5 20 4 20 5 1 27 6 32 6 28 6 30 6 30 6 29 1 5 22 4 16 2 6 2 14 4 25 1 6 1 27 4 14 4 24 4 16 4 24 4 14 4 27 1 6 1 25 4 14 2 6 2 16 4 22 5 1 29 6 30 6 30 6 28 6 32 6 27
CS (72, 724) (210, 154) - 1 5 22 4 16 2 4 2 14 2 4 2 16 4 20 4 18 4 20 4 16 2 4 2 14 2 4 2 16 4 22 5 1 31 6 24 4 14 2 4 2 16 4 22 4 14 4 24 5 1 31 6 26 6 31 1 5 24 4 14 4 22 4 16 2 4 2 14 4 24 6 31
CS (72, 784) (210, 230) - 1 5 20 4 23 1 6 1 31 6 28 4 12 2 10 2 10 2 10 2 12 4 28 6 31 1 6 1 23 4 20 5 1 29 6 30 4 10 2 12 2 8 2 14 4 26 6 33 1 5 24 4 18 4 24 5 1 33 6 26 4 14 2 8 2 12 2 10 4 30 6 29
CS (72, 944) (210, 191) - 1 5 22 4 14 2 6 2 14 4 24 6 31 1 5 24 5 1 31 6 26 6 30 6 26 6 31 1 5 24 5 1 31 6 24 4 14 2 6 2 14 4 22 5 1 29 6 28 6 28 6 28 6 28 6 29 1 5 22 5 1 29 6 28 6 28 6 28 6 28 6 29
CS (72, 956) (210, 59) - 1 5 22 4 20 4 24 5 1 32 1 5 24 4 20 4 22 5 1 29 4 14 4 28 6 35 1 5 28 4 14 4 29 1 6 1 27 6 35 1 5 28 6 34 6 30 6 34 6 28 5 1 35 6 27 1 6 1 29 4 14 4 28 5 1 35 6 28 4 14 4 29
CS (72, 976) (210, 175) - 1 5 24 5 1 31 6 27 1 6 1 27 6 32 6 26 5 1 33 6 25 1 6 1 29 6 30 6 28 6 31 1 5 24 5 1 31 6 28 6 30 6 29 1 6 1 25 6 33 1 5 26 6 32 6 27 1 6 1 27 6 31 1 5 24 5 1 31 6 28 6 31
CS (74, 732) (210, 53) - 1 5 20 4 18 2 2 2 18 4 18 4 21 1 6 1 30 1 5 22 4 18 4 18 2 2 2 18 4 18 2 2 2 18 4 18 4 22 5 1 30 1 6 1 21 4 18 4 18 2 2 2 18 4 20 5 1 28 1 5 22 5 1 29 6 28 6 29 1 5 22 5 1 28
CS (74, 820) (210, 6) - 1 5 20 4 18 2 2 2 16 4 22 4 14 4 25 1 6 1 26 1 6 1 26 1 6 1 25 4 14 4 22 4 16 2 2 2 18 4 20 5 1 29 6 26 6 31 1 5 24 5 1 31 6 24 4 16 4 20 4 16 4 24 6 31 1 5 24 5 1 31 6 26 6 29
CS (74, 828) (210, 145) - 1 5 18 2 2 2 18 4 20 4 18 4 18 4 22 5 1 30 1 5 22 4 18 4 18 4 20 4 18 2 2 2 18 5 1 27 6 30 6 26 6 31 1 5 23 1 6 1 30 1 5 22 4 18 4 18 4 22 5 1 30 1 6 1 23 5 1 31 6 26 6 30 6 27
CS (76, 784) (210, 3) - 1 5 20 4 18 4 20 4 18 4 20 4 18 4 20 4 18 4 20 5 1 27 6 30 6 26 4 12 2 8 2 10 2 10 2 10 4 27 1 5 20 4 18 4 21 1 6 1 30 1 6 1 21 4 18 4 20 5 1 27 4 10 2 10 2 10 2 8 2 12 4 26 6 30 6 27
CS (76, 812) (210, 158) - 1 5 18 4 18 4 16 4 20 4 16 4 18 4 18 4 16 4 20 4 16 4 18 4 18 4 16 4 20 4 16 4 18 4 18 5 1 25 4 10 2 8 2 12 4 22 6 30 6 22 4 14 4 22 5 1 30 1 5 22 4 14 4 22 6 30 6 22 4 12 2 8 2 10 4 25
CS (78, 928) (210, 4) - 1 5 20 4 20 4 20 4 18 4 24 5 1 33 6 24 4 18 4 20 4 20 4 18 4 24 6 33 1 5 24 4 18 4 20 4 20 4 20 5 1 27 4 12 2 8 2 14 4 24 5 1 31 6 28 6 31 1 5 24 5 1 31 6 28 6 31 1 5 24 4 14 2 8 2 12 4 27
CS (80, 848) (210, 36) - 1 5 20 4 18 4 20 4 16 2 4 2 16 4 22 5 1 31 6 24 4 14 2 6 2 14 4 22 4 16 4 22 5 1 29 6 29 1 5 22 5 1 29 6 29 1 5 22 4 16 4 22 4 14 2 6 2 14 4 24 6 31 1 5 22 4 16 2 4 2 16 4 20 4 18 4 20 5 1 28
CS (80, 1048) (210, 16) - 1 5 22 4 20 4 20 4 20 4 20 4 20 4 20 4 20 4 20 4 22 5 1 31 6 28 5 1 34 1 5 26 6 34 6 26 4 14 4 28 6 31 1 5 22 4 20 4 20 4 20 4 20 4 20 4 20 4 22 5 1 31 6 28 4 14 4 26 6 34 6 26 5 1 34 1 5 28 6 31
CS (84, 896) (210, 191) - 1 5 22 4 18 2 4 2 16 2 4 2 18 4 22 5 1 29 6 32 6 30 6 31 1 5 24 4 16 2 6 2 14 2 8 2 10 2 12 4 29 1 5 22 4 20 4 22 5 1 30 1 5 22 4 20 4 22 5 1 29 4 12 2 10 2 8 2 14 2 6 2 16 4 24 5 1 31 6 30 6 32 6 29
CS (84, 1168) (210, 199) - 1 5 20 4 18 4 20 4 16 4 24 6 30 6 26 6 31 1 5 24 6 32 6 24 6 32 6 24 6 32 6 24 6 32 6 24 5 1 31 6 26 6 30 6 24 4 16 4 20 4 18 4 20 5 1 29 6 26 6 31 1 5 24 6 31 1 5 22 4 16 4 22 5 1 31 6 24 5 1 31 6 26 6 29
CS (86, 932) (210, 68) - 1 5 20 2 2 2 18 4 18 2 2 2 20 5 1 29 6 28 4 12 4 28 6 28 4 12 2 8 2 10 2 12 4 26 5 1 33 6 26 6 32 6 26 4 12 2 10 2 8 2 12 2 8 2 10 2 12 4 26 6 32 6 26 6 33 1 5 26 4 12 2 10 2 8 2 12 4 28 6 28 4 12 4 28 6 29
CS (88, 992) (210, 83) - 1 5 20 2 2 2 16 4 22 4 14 2 6 2 14 4 24 6 32 6 24 5 1 31 6 24 4 16 4 22 5 1 30 1 5 22 4 16 4 22 4 16 4 22 4 16 4 22 5 1 30 1 5 22 4 16 4 24 6 31 1 5 24 6 32 6 24 4 14 2 6 2 14 4 22 4 16 2 2 2 20 5 1 29 6 28 6 29
CS (88, 1008) (210, 32) - 1 5 22 4 18 4 24 4 16 2 6 2 14 4 27 1 6 1 27 5 1 34 1 5 27 1 6 1 27 4 14 2 6 2 16 4 24 4 18 4 22 5 1 29 6 33 1 5 27 1 6 1 27 5 1 33 6 28 4 14 4 26 4 16 4 24 4 16 4 26 4 14 4 28 6 33 1 5 27 1 6 1 27 5 1 33 6 29
CS (88, 1012) (210, 33) - 1 5 22 4 16 4 24 6 30 6 28 6 29 1 5 22 5 1 29 6 29 1 5 22 5 1 29 6 29 1 5 22 5 1 29 6 28 6 30 6 24 4 16 4 22 5 1 30 1 6 1 23 4 16 4 20 4 20 4 16 4 22 4 16 2 4 2 14 2 4 2 16 4 22 4 16 4 20 4 20 4 16 4 23 1 6 1 30
CS (88, 1056) (210, 269) - 1 5 26 4 14 2 8 2 10 2 12 4 27 1 6 1 27 4 14 4 26 5 1 33 6 28 6 32 6 28 6 32 6 28 6 33 1 5 26 4 14 4 27 1 6 1 27 4 12 2 10 2 8 2 14 4 26 5 1 33 6 28 6 33 1 5 27 1 6 1 27 5 1 34 1 5 27 1 6 1 27 5 1 33 6 28 6 33
CS (92, 1128) (210, 561) - 1 5 22 4 18 4 24 4 14 2 10 4 29 1 5 22 4 18 4 24 4 16 4 24 4 18 4 22 5 1 29 6 32 6 29 1 5 22 4 18 4 24 4 16 4 24 4 18 4 22 5 1 29 4 10 2 14 4 24 4 18 4 22 5 1 29 6 32 6 29 1 5 22 4 18 4 24 4 16 4 24 4 18 4 22 5 1 29 6 32 6 29
CS (94, 812) (210, 158) - 1 5 20 2 4 2 14 2 8 2 12 2 8 2 12 2 10 2 8 2 14 2 8 2 10 2 12 4 29 1 5 22 4 20 4 20 4 22 4 18 2 2 2 20 4 20 2 2 2 18 4 22 4 20 4 20 4 22 5 1 29 4 12 2 10 2 8 2 14 2 8 2 10 2 12 2 8 2 12 2 8 2 14 2 4 2 20 5 1 29 6 32 6 29
CS (96, 964) (210, 70) - 1 5 24 4 18 4 22 4 18 2 4 2 16 4 24 4 16 4 26 6 33 1 5 24 4 18 4 22 4 20 4 18 2 4 2 16 2 6 2 12 2 10 2 8 2 14 4 26 4 14 2 8 2 10 2 12 2 6 2 16 2 4 2 18 4 20 4 22 4 18 4 24 5 1 33 6 26 4 16 4 24 4 16 2 4 2 18 4 22 4 18 4 24 5 1 32
CS (96, 1036) (210, 1) - 1 5 20 2 4 2 16 2 4 2 18 2 2 2 20 4 22 4 20 4 22 4 20 4 22 4 20 4 22 4 20 4 22 4 20 4 22 4 20 2 2 2 18 2 4 2 16 2 4 2 20 5 1 29 6 34 6 28 4 14 2 6 2 18 4 22 4 22 4 18 4 26 5 1 34 1 5 26 4 18 4 22 4 22 4 18 2 6 2 14 4 28 6 34 6 29
CS (96, 1104) (210, 115) - 1 5 20 4 22 5 1 30 1 5 22 4 20 5 1 27 4 14 4 27 1 6 1 27 5 1 34 1 5 26 4 16 4 24 5 1 31 6 30 4 10 2 10 2 12 4 28 6 31 1 5 22 4 20 4 20 4 20 4 22 5 1 31 6 28 4 12 2 10 2 10 4 30 6 31 1 5 24 4 16 4 26 5 1 34 1 5 27 1 6 1 27 4 14 4 27
CS (96, 1136) (210, 29) - 1 5 20 4 16 4 20 4 18 4 16 4 22 6 31 1 5 24 6 30 6 24 5 1 31 6 22 4 16 4 20 5 1 27 4 8 2 12 2 6 2 12 2 6 2 12 2 8 4 27 1 5 20 4 16 4 22 6 31 1 5 24 6 30 6 24 5 1 31 6 22 4 16 4 18 4 20 4 16 4 20 5 1 27 6 28 6 26 6 28 6 26 6 28 6 27
CS (96, 1380) (210, 37) - 1 5 24 4 20 4 20 4 20 4 24 5 1 33 6 28 4 14 4 28 6 34 6 28 6 34 6 28 6 34 6 28 5 1 35 6 26 4 18 4 22 4 20 4 20 4 22 4 20 4 22 4 18 4 24 4 18 4 22 4 20 4 22 4 20 4 20 4 22 4 18 4 26 6 35 1 5 28 6 34 6 28 6 34 6 28 6 34 6 28 4 14 4 28 6 33
CS (98, 1008) (210, 145) - 1 5 20 4 20 4 18 4 22 4 16 4 24 5 1 31 6 28 6 31 1 5 24 4 16 4 22 4 18 4 20 4 20 5 1 27 4 12 2 8 2 12 2 6 2 16 4 22 5 1 29 4 10 2 10 2 10 4 29 1 5 22 4 18 4 20 4 20 4 18 4 22 5 1 29 4 10 2 10 2 10 4 29 1 5 22 4 16 2 6 2 12 2 8 2 12 4 27
CS (100, 1016) (210, 1) - 1 5 16 2 4 2 14 4 20 4 14 2 6 2 10 2 8 2 10 2 6 2 14 4 20 4 16 4 18 4 18 4 16 4 20 4 14 2 6 2 10 2 8 2 10 2 6 2 14 4 20 4 14 2 4 2 16 5 1 25 6 28 6 24 5 1 30 1 5 22 6 30 6 24 6 28 6 25 1 6 1 25 6 28 6 24 6 30 6 22 5 1 30 1 5 24 6 28 6 25
CS (100, 1444) (210, 33) - 1 5 26 5 1 33 6 28 5 1 34 1 5 26 5 1 33 6 28 6 33 1 5 26 5 1 33 6 28 6 32 6 30 6 32 6 28 6 33 1 5 26 5 1 33 6 28 6 33 1 5 26 5 1 34 1 5 28 6 33 1 5 26 5 1 33 6 28 6 33 1 5 26 5 1 33 6 28 6 33 1 5 26 5 1 33 6 28 6 33 1 5 26 5 1 33 6 28 6 33
CS (102, 1256) (210, 112) - 1 5 22 4 18 4 18 4 22 5 1 31 6 26 6 30 6 27 1 6 1 27 6 28 6 30 6 26 6 31 1 5 23 1 6 1 31 6 25 1 6 1 29 6 26 4 12 2 8 2 12 4 24 4 14 4 24 4 14 4 24 4 12 2 8 2 12 4 26 6 29 1 6 1 25 6 31 1 6 1 23 5 1 31 6 26 6 30 6 28 6 27 1 6 1 27 6 30 6 26 6 31
CS (104, 1204) (210, 21) - 1 5 22 4 16 2 4 2 16 4 22 5 1 30 1 5 23 1 6 1 29 6 28 6 30 6 26 6 31 1 5 24 4 14 4 24 4 14 4 24 4 14 4 24 4 14 4 24 5 1 31 6 26 6 30 6 28 6 29 1 6 1 23 5 1 30 1 5 22 4 16 2 4 2 16 4 22 5 1 31 6 24 4 14 2 6 2 14 4 24 6 32 6 24 4 14 2 6 2 14 4 24 6 31
CS (104, 1348) (210, 51) - 1 5 20 4 21 1 6 1 31 6 26 6 32 6 26 6 32 6 26 6 31 1 5 22 4 18 4 22 5 1 30 1 5 22 4 18 4 22 5 1 30 1 5 22 4 18 4 22 5 1 31 6 26 6 32 6 26 6 32 6 26 6 31 1 6 1 21 4 20 5 1 28 1 6 1 24 1 6 1 29 6 28 6 30 6 28 6 30 6 28 6 30 6 28 6 29 1 6 1 24 1 6 1 28
CS (104, 1396) (210, 1) - 1 5 22 4 18 4 22 5 1 31 6 26 6 32 6 26 6 32 6 26 6 32 6 26 6 32 6 26 5 1 33 6 24 4 14 2 6 2 16 4 20 4 20 4 18 4 20 4 20 4 18 4 20 4 20 4 18 4 20 4 20 4 18 4 20 4 20 4 18 4 20 4 20 4 16 2 6 2 14 4 24 6 33 1 5 26 6 32 6 26 6 32 6 26 6 32 6 26 6 32 6 26 6 31
CS (120, 1320) (210, 11) - 1 5 26 4 16 2 6 2 16 4 25 1 6 1 31 6 32 6 30 4 12 2 10 2 10 2 12 2 8 2 14 4 28 5 1 35 6 28 4 14 2 6 2 18 4 22 4 20 4 22 4 20 4 22 4 20 4 22 4 20 4 22 4 20 4 22 4 20 4 22 4 20 4 22 4 18 2 6 2 14 4 28 6 35 1 5 28 4 14 2 8 2 12 2 10 2 10 2 12 4 30 6 32 6 31 1 6 1 25 4 16 2 6 2 16 4 26 5 1 34
CS (120, 1548) (210, 12) - 1 5 22 2 2 2 18 4 24 4 18 4 24 4 18 4 24 4 18 4 24 4 18 2 2 2 22 5 1 31 6 32 6 30 4 12 2 10 2 12 4 30 6 31 1 6 1 25 4 18 4 24 4 18 4 24 5 1 31 6 32 6 32 6 30 6 33 1 5 26 5 1 33 6 30 6 33 1 5 26 5 1 33 6 30 6 32 6 32 6 31 1 5 24 4 18 4 24 4 18 4 25 1 6 1 31 6 30 4 12 2 10 2 12 4 30 6 32 6 31
CS (124, 1128) (210, 2) - 1 5 22 5 1 29 4 10 2 12 2 8 2 12 2 8 2 12 2 10 4 29 1 5 22 5 1 29 4 10 2 12 2 8 2 12 2 8 2 12 2 10 4 29 1 5 22 5 1 29 4 12 4 28 6 33 1 5 26 4 14 4 27 1 6 1 28 1 6 1 27 4 12 2 10 2 10 2 8 2 14 2 6 2 14 2 6 2 14 2 6 2 14 2 8 2 10 2 10 2 12 4 27 1 6 1 28 1 6 1 27 4 14 4 26 5 1 33 6 28 4 12 4 29
CS (128, 1256) (210, 2) - 1 5 20 4 16 4 21 1 7 31 1 5 22 4 14 4 23 1 6 1 29 6 24 6 30 6 24 6 31 1 5 24 6 30 6 24 5 1 31 6 24 6 30 6 24 6 29 1 6 1 23 4 14 4 22 5 1 31 7 1 21 4 16 4 20 5 1 28 1 6 1 23 4 14 4 22 4 12 2 8 2 10 2 8 2 10 2 8 2 10 2 8 2 10 2 8 2 10 2 8 2 10 2 8 2 10 2 8 2 10 2 8 2 10 2 8 2 12 4 22 4 14 4 23 1 6 1 28
CS (152, 1368) (210, 4) - 1 5 20 4 20 4 20 4 16 2 6 2 12 2 8 2 12 4 27 1 5 20 4 20 4 20 5 1 27 4 12 2 8 2 12 2 6 2 16 4 20 4 20 4 20 4 16 2 6 2 12 2 8 2 12 4 27 1 5 20 4 20 4 20 5 1 27 4 12 2 8 2 12 2 6 2 16 4 20 4 20 4 20 5 1 27 4 12 2 8 2 12 2 6 2 16 4 20 4 20 4 20 4 16 2 6 2 12 2 8 2 12 4 27 1 5 20 4 20 4 20 5 1 27 4 12 2 8 2 12 2 6 2 16 4 20 4 20 4 20 4 16 2 6 2 12 2 8 2 12 4 27
OSO (27, 247) (211, 129) - 1 5 20 4 16 4 20 4 14 2 6 2 10 2 8 2 8 2 12 4 22 4 14 4 22 6 29
OSO (29, 347) (211, 32) - 1 5 25 1 6 1 25 6 30 6 26 6 28 6 28 6 26 4 10 2 10 2 8 2 12 4 24 6 31
OSO (33, 381) (211, 92) - 1 5 24 4 16 4 26 6 33 1 5 24 4 18 4 22 4 18 4 22 4 18 2 2 2 20 4 18 4 24 5 1 32
OSO (33, 397) (211, 97) - 1 5 21 1 7 30 6 22 5 1 29 6 22 4 14 4 22 6 28 6 25 1 6 1 25 6 27 1 6 1 23 6 29
OSO (39, 323) (211, 18) - 1 5 20 4 20 4 20 4 16 2 6 2 12 2 8 2 12 2 6 2 14 2 6 2 14 4 24 4 14 2 6 2 14 4 25 1 6 1 28
OSO (47, 585) (211, 16) - 1 5 24 4 14 4 24 4 14 4 24 4 14 4 24 6 32 6 24 4 16 4 20 4 18 4 22 6 33 1 5 26 6 30 6 27 1 6 1 25 4 14 4 24 5 1 32
CS (52, 668) (211, 500) - 1 5 20 4 16 4 20 4 14 4 22 6 30 6 22 4 14 4 20 4 16 4 20 5 1 29 6 24 6 28 6 24 6 30 7 1 21 4 14 4 21 1 7 30 6 24 6 28 6 24 6 29
CS (64, 696) (211, 288) - 1 5 24 4 16 4 24 5 1 31 6 28 4 10 2 12 4 26 4 12 2 10 4 28 6 31 1 5 24 4 16 4 24 5 1 32 1 5 25 1 6 1 28 1 6 1 25 5 1 32 1 5 25 1 6 1 28 1 6 1 25 5 1 32
CS (64, 788) (211, 2) - 1 5 20 4 16 4 20 4 16 2 2 2 18 4 16 4 22 6 31 1 5 24 6 30 6 24 5 1 31 6 22 4 16 4 18 2 2 2 16 4 20 4 16 4 20 5 1 27 6 28 6 26 6 28 6 26 6 28 6 26 6 28 6 27
CS (80, 920) (211, 23) - 1 5 22 4 18 4 22 4 16 4 23 1 6 1 30 1 5 22 4 18 4 22 5 1 30 1 5 22 4 18 4 22 5 1 30 1 6 1 23 4 16 4 22 4 18 4 22 5 1 30 1 6 1 23 4 16 4 24 6 33 1 5 26 6 32 6 26 5 1 33 6 24 4 16 4 23 1 6 1 30
CS (80, 972) (211, 118) - 1 5 18 4 20 4 16 4 20 4 18 5 1 27 6 26 6 29 1 6 1 21 4 16 4 20 5 1 27 6 28 6 26 6 28 6 27 1 5 20 4 16 4 22 5 1 30 1 5 22 4 16 4 20 5 1 27 6 28 6 26 6 28 6 27 1 5 20 4 16 4 21 1 6 1 29 6 26 6 27
CS (84, 804) (211, 27) - 1 5 18 4 20 4 16 2 2 2 18 4 16 4 22 5 1 30 1 5 23 1 6 1 28 1 5 20 4 18 4 18 4 18 4 20 5 1 28 1 6 1 23 5 1 30 1 5 22 4 16 4 18 2 2 2 16 4 20 4 18 5 1 27 6 26 4 10 2 10 2 8 2 10 2 8 2 10 2 10 4 26 6 27
CS (86, 856) (211, 368) - 1 5 23 1 6 1 27 6 26 4 10 2 8 2 10 2 10 4 24 4 12 4 24 5 1 31 6 22 4 14 2 4 2 16 4 18 4 18 4 18 4 18 4 18 4 18 4 18 4 18 4 16 2 4 2 14 4 22 6 31 1 5 24 4 12 4 24 4 10 2 10 2 8 2 10 4 26 6 27 1 6 1 23 5 1 30
